image,tile_x,tile_y,hue,saturation,value
72.jpg,1,3,36,202,101
72.jpg,2,3,35,225,110
72.jpg,3,3,23,248,188
72.jpg,4,3,23,243,187
72.jpg,0,4,106,253,151
72.jpg,1,4,35,197,115
72.jpg,2,4,40,215,123
72.jpg,3,4,38,200,130
72.jpg,4,4,39,186,120
73.jpg,0,0,23,238,184
73.jpg,1,0,23,238,193
73.jpg,2,0,23,243,192
73.jpg,3,0,23,251,190
73.jpg,4,0,22,239,176
73.jpg,0,1,17,125,124
73.jpg,1,1,19,85,37
73.jpg,2,1,19,133,69
73.jpg,3,1,19,107,34
73.jpg,4,1,20,84,34
73.jpg,0,2,18,150,114
73.jpg,1,2,19,94,39
73.jpg,2,2,19,85,34
73.jpg,3,2,17,159,95
73.jpg,4,2,23,255,191
73.jpg,0,3,18,152,108
73.jpg,1,3,23,254,198
73.jpg,2,3,19,147,124
73.jpg,3,3,18,155,102
73.jpg,4,3,35,228,123
73.jpg,0,4,20,139,125
73.jpg,1,4,18,181,117
73.jpg,2,4,18,163,110
73.jpg,3,4,36,242,123
73.jpg,4,4,23,162,91
74.jpg,0,0,106,253,151
74.jpg,1,0,105,253,156
74.jpg,2,0,106,253,159
74.jpg,3,0,106,253,158
74.jpg,4,0,25,128,77
74.jpg,0,1,106,242,123
74.jpg,1,1,23,249,198
74.jpg,2,1,106,247,137
74.jpg,3,1,106,244,133
74.jpg,4,1,106,253,161
74.jpg,0,2,106,240,123
74.jpg,1,2,23,252,199
74.jpg,2,2,23,251,193
74.jpg,3,2,35,222,54
74.jpg,4,2,36,197,53
74.jpg,0,3,106,250,148
74.jpg,1,3,35,213,48
74.jpg,2,3,29,217,60
74.jpg,3,3,34,212,51
74.jpg,4,3,35,148,54
74.jpg,0,4,106,249,157
74.jpg,1,4,105,248,152
74.jpg,2,4,105,250,160
74.jpg,3,4,105,248,154
74.jpg,4,4,106,232,138
8.jpg,0,0,105,238,152
8.jpg,1,0,26,236,203
8.jpg,2,0,26,236,197
8.jpg,3,0,23,114,138
8.jpg,4,0,26,243,199
8.jpg,0,1,105,248,166
8.jpg,1,1,26,239,197
8.jpg,2,1,37,222,147
8.jpg,3,1,43,200,153
8.jpg,4,1,26,242,199
8.jpg,0,2,105,251,174
8.jpg,1,2,26,236,202
8.jpg,2,2,26,247,201
8.jpg,3,2,26,232,198
8.jpg,4,2,26,240,198
8.jpg,0,3,105,235,150
8.jpg,1,3,26,231,200
8.jpg,2,3,26,241,200
8.jpg,3,3,36,162,66
8.jpg,4,3,35,155,65
8.jpg,0,4,105,251,183
8.jpg,1,4,105,252,180
8.jpg,2,4,30,53,90
8.jpg,3,4,106,254,171
8.jpg,4,4,106,254,175
9.jpg,0,0,21,168,159
9.jpg,1,0,24,88,41
9.jpg,2,0,27,244,192
9.jpg,3,0,26,239,185
9.jpg,4,0,42,223,149
9.jpg,0,1,26,246,192
9.jpg,1,1,40,228,138
9.jpg,2,1,105,252,160
9.jpg,3,1,26,242,188
9.jpg,4,1,36,182,63
9.jpg,0,2,21,168,159
9.jpg,1,2,41,210,154
9.jpg,2,2,37,222,144
9.jpg,3,2,27,248,194
9.jpg,4,2,26,244,194
9.jpg,0,3,27,238,193
9.jpg,1,3,24,129,116
9.jpg,2,3,26,242,194
9.jpg,3,3,26,242,195
9.jpg,4,3,28,102,139
9.jpg,0,4,23,108,117
9.jpg,1,4,24,90,133
9.jpg,2,4,26,231,189
9.jpg,3,4,26,234,195
9.jpg,4,4,105,252,161
